simulation,month,alive,deaths,births,males,females,mature,pregnant
3,620,1093,265,277,567,526,220,62
3,621,1105,282,243,575,530,210,56
3,622,1066,268,231,547,519,196,52
3,623,1029,250,249,533,496,209,53
3,624,1028,261,241,524,504,223,52
3,625,1008,245,202,524,484,215,45
3,626,965,256,253,506,459,231,60
3,627,962,234,260,498,464,218,58
3,628,988,232,218,524,464,214,49
3,629,974,211,228,498,476,213,50
3,630,991,256,261,494,497,225,57
3,631,996,239,235,497,499,222,51
3,632,992,254,244,488,504,210,50
3,633,982,246,217,463,519,213,48
3,634,953,226,255,454,499,218,54
3,635,982,240,163,474,508,207,36
3,636,905,228,211,442,463,205,48
3,637,888,223,187,416,472,203,41
3,638,852,203,216,413,439,206,49
3,639,865,209,177,421,444,207,39
3,640,833,194,202,390,443,219,46
3,641,841,215,234,404,437,215,51
3,642,860,214,201,413,447,205,46
3,643,847,180,178,405,442,199,42
3,644,845,223,188,419,426,196,43
3,645,810,190,149,415,395,179,35
3,646,769,194,172,397,372,184,39
3,647,747,192,216,391,356,184,48
3,648,771,183,238,417,354,180,52
3,649,826,189,208,423,403,180,46
3,650,845,200,175,418,427,184,42
3,651,820,203,214,399,421,174,48
3,652,831,201,191,402,429,165,45
3,653,821,195,218,406,415,177,45
3,654,844,208,186,408,436,192,40
3,655,822,198,182,407,415,192,41
3,656,806,200,151,398,408,176,32
3,657,757,181,191,366,391,168,42
3,658,767,191,192,371,396,170,42
3,659,768,175,155,380,388,179,35
3,660,748,192,127,370,378,175,30
3,661,683,166,129,326,357,168,31
3,662,646,165,153,323,323,162,36
3,663,634,137,133,314,320,158,28
3,664,630,145,179,309,321,164,40
3,665,664,139,199,332,332,169,42
3,666,724,188,166,362,362,161,36
3,667,702,157,154,357,345,156,32
3,668,699,178,146,353,346,158,34
3,669,667,157,182,337,330,154,39
3,670,692,162,178,338,354,167,40
3,671,708,175,180,353,355,178,43
3,672,713,170,182,359,354,173,39
3,673,725,158,210,365,360,164,48
3,674,777,164,212,389,388,154,46
3,675,825,191,160,407,418,154,38
3,676,794,196,152,398,396,165,33
3,677,750,174,206,364,386,180,45
3,678,782,177,198,390,392,180,44
3,679,803,187,192,386,417,195,41
3,680,808,202,206,410,398,191,46
3,681,812,195,200,409,403,177,45
3,682,817,190,206,416,401,163,44
3,683,833,210,167,414,419,160,37
3,684,790,176,154,398,392,174,35
3,685,768,194,208,364,404,189,46
3,686,782,205,228,379,403,183,50
3,687,805,197,211,406,399,178,45
3,688,819,185,233,433,386,192,53
3,689,867,205,211,457,410,181,46
3,690,873,229,182,449,424,169,40
3,691,826,212,160,419,407,156,38
3,692,774,201,164,388,386,154,36
3,693,737,165,174,368,369,164,42
3,694,746,191,216,386,360,182,46
3,695,771,178,228,408,363,174,52
3,696,821,195,178,417,404,170,40
3,697,804,190,228,420,384,165,51
3,698,842,221,210,440,402,174,48
3,699,831,206,172,412,419,167,40
3,700,797,192,239,411,386,169,52
3,701,844,190,204,436,408,179,47
3,702,858,193,171,440,418,164,39
3,703,836,219,223,424,412,179,48
3,704,840,193,180,427,413,189,40
3,705,827,200,155,425,402,180,39
3,706,782,178,252,400,382,194,55
3,707,856,194,233,446,410,202,50
3,708,895,227,177,471,424,187,37
3,709,845,201,273,440,405,204,59
3,710,917,217,221,475,442,195,48
3,711,921,223,191,454,467,190,46
3,712,889,221,218,431,458,192,48
3,713,886,192,155,434,452,185,36
3,714,849,205,192,426,423,191,44
3,715,836,230,167,421,415,209,38
3,716,773,184,255,384,389,204,53
3,717,844,197,222,426,418,203,51
3,718,869,228,219,445,424,202,50
3,719,860,223,215,444,416,186,49
3,720,852,205,186,438,414,176,42
3,721,833,220,201,420,413,164,40
3,722,814,192,189,393,421,167,42
3,723,811,214,229,402,409,171,49
3,724,826,221,177,391,435,173,39
3,725,782,192,173,376,406,176,37
3,726,763,181,169,369,394,175,36
3,727,751,173,156,368,383,179,36
3,728,734,190,187,356,378,183,40
3,729,731,188,196,354,377,175,45
3,730,739,179,173,366,373,176,40
3,731,733,174,182,362,371,163,42
3,732,741,199,167,363,378,169,38
3,733,709,153,202,348,361,162,43
3,734,758,189,225,380,378,167,51
3,735,794,195,165,404,390,157,38
3,736,764,189,158,388,376,144,34
3,737,733,174,173,364,369,165,39
3,738,732,180,165,361,371,166,36
3,739,717,176,198,358,359,182,43
3,740,739,193,183,374,365,174,39
3,741,729,179,159,362,367,162,33
3,742,709,163,135,357,352,168,30
3,743,681,169,175,333,348,159,39
3,744,687,166,173,325,362,158,40
3,745,694,158,176,348,346,161,39
3,746,712,173,172,348,364,167,35
3,747,711,180,225,353,358,162,51
3,748,756,197,133,364,392,155,31
3,749,692,171,169,341,351,147,36
3,750,690,159,149,336,354,154,32
3,751,680,167,140,334,346,155,33
3,752,653,143,169,321,332,158,37
3,753,679,159,171,340,339,158,37
3,754,691,164,159,341,350,161,37
3,755,686,187,139,339,347,159,32
3,756,638,154,146,306,332,146,31
3,757,630,156,144,291,339,143,31
3,758,618,165,184,308,310,141,40
3,759,637,161,144,303,334,140,32
3,760,620,151,99,296,324,137,22
3,761,568,140,136,282,286,129,30
3,762,564,140,126,278,286,122,28
3,763,550,138,114,263,287,119,27
3,764,526,119,103,258,268,132,24
3,765,510,129,178,246,264,140,37
3,766,559,139,137,266,293,135,31
3,767,557,129,133,269,288,136,30
3,768,561,136,139,282,279,134,31
3,769,564,135,99,287,277,118,21
3,770,528,125,142,264,264,102,30
3,771,545,119,98,266,279,101,22
3,772,524,130,129,245,279,121,27
3,773,523,130,149,249,274,131,33
3,774,542,127,170,274,268,133,38
3,775,585,131,160,299,286,129,34
3,776,614,157,115,310,304,133,26
3,777,572,126,113,297,275,125,27
3,778,559,143,110,285,274,102,26
3,779,526,130,119,260,266,110,26
3,780,515,126,107,236,279,120,23
3,781,496,140,113,238,258,117,26
3,782,469,116,130,223,246,112,28
3,783,483,113,119,242,241,117,26
3,784,489,108,137,246,243,109,29
3,785,518,130,104,266,252,113,24
3,786,492,132,98,262,230,106,21
3,787,458,100,102,249,209,98,24
3,788,460,105,108,258,202,97,22
3,789,463,113,91,251,212,108,20
3,790,441,112,176,246,195,113,37
3,791,505,135,143,272,233,109,31
3,792,513,129,121,275,238,100,26
3,793,505,114,92,284,221,102,20
3,794,483,122,150,256,227,99,36
3,795,511,122,127,251,260,93,27
3,796,516,126,69,247,269,93,15
3,797,459,116,150,225,234,103,34
3,798,493,135,156,237,256,108,32
3,799,514,120,125,244,270,105,30
3,800,519,128,104,248,271,107,24
3,801,495,108,128,235,260,112,27
3,802,515,120,98,237,278,102,22
3,803,493,133,107,235,258,113,22
3,804,467,119,112,218,249,124,24
3,805,460,125,104,212,248,121,23
3,806,439,113,73,195,244,102,18
3,807,399,94,90,188,211,100,21
3,808,395,80,81,176,219,109,17
3,809,396,94,88,189,207,110,20
3,810,390,103,74,192,198,106,15
3,811,361,100,85,180,181,96,20
3,812,346,85,61,171,175,85,14
3,813,322,83,58,165,157,90,14
3,814,297,67,83,152,145,88,19
3,815,313,81,84,151,162,90,18
3,816,316,78,82,155,161,79,17
3,817,320,81,95,164,156,66,19
3,818,334,100,75,167,167,66,16
3,819,309,71,80,154,155,65,18
3,820,318,82,49,163,155,65,11
3,821,285,64,71,148,137,67,15
3,822,292,75,68,153,139,64,15
3,823,285,72,58,154,131,63,14
3,824,271,60,67,147,124,65,14
3,825,278,70,98,151,127,73,21
3,826,306,76,95,154,152,70,20
3,827,325,74,79,164,161,65,16
3,828,330,77,83,161,169,65,17
3,829,336,75,56,165,171,59,12
3,830,317,75,115,158,159,64,25
3,831,357,92,111,181,176,83,25
3,832,376,89,66,199,177,76,14
3,833,353,86,77,188,165,75,19
3,834,344,93,75,181,163,78,17
3,835,326,71,61,176,150,67,14
3,836,316,69,108,176,140,76,25
3,837,355,79,131,190,165,92,28
3,838,407,106,113,213,194,92,24
3,839,414,101,126,219,195,81,29
3,840,439,112,96,226,213,88,21
3,841,423,93,74,221,202,78,17
3,842,404,90,97,214,190,82,21
3,843,411,96,122,219,192,103,27
3,844,437,104,134,226,211,103,30
3,845,467,134,119,262,205,110,27
3,846,452,97,112,244,208,96,25
3,847,467,111,104,246,221,86,25
3,848,460,109,87,230,230,78,18
3,849,438,104,77,227,211,96,16
3,850,411,106,119,209,202,103,26
3,851,424,128,102,209,215,102,22
3,852,398,91,96,194,204,91,21
3,853,403,79,78,195,208,84,17
3,854,402,95,109,191,211,88,26
3,855,416,113,73,206,210,79,14
3,856,376,91,117,173,203,86,26
3,857,402,107,83,197,205,94,16
3,858,378,85,119,193,185,92,24
3,859,412,88,84,204,208,92,19
3,860,408,93,103,205,203,92,22
3,861,418,109,106,208,210,85,22
3,862,415,116,80,216,199,83,18
3,863,379,87,88,195,184,75,21
3,864,380,108,83,184,196,82,18
3,865,355,102,72,169,186,82,19
3,866,325,75,64,149,176,77,13
3,867,314,63,74,151,163,82,16
3,868,325,80,81,155,170,81,18
3,869,326,79,52,139,187,79,13
3,870,299,81,89,133,166,88,21
3,871,307,74,120,147,160,91,28
3,872,353,87,88,167,186,73,19
3,873,354,79,48,165,189,71,11
3,874,323,81,58,158,165,81,12
3,875,300,80,59,145,155,71,13
3,876,279,76,91,146,133,72,18
3,877,294,78,85,162,132,73,17
3,878,301,79,74,152,149,67,20
3,879,296,76,72,143,153,60,16
3,880,292,61,67,156,136,56,15
3,881,298,77,91,150,148,64,20
3,882,312,97,64,152,160,63,14
3,883,279,70,48,123,156,58,11
3,884,257,63,60,121,136,61,12
3,885,254,59,74,110,144,62,16
3,886,269,59,86,136,133,64,20
3,887,296,72,68,147,149,70,15
3,888,292,65,61,146,146,68,15
3,889,288,67,83,143,145,74,17
3,890,304,81,92,153,151,72,19
3,891,315,78,70,158,157,68,15
3,892,307,71,36,155,152,63,9
3,893,272,68,52,136,136,65,12
3,894,256,63,71,117,139,69,17
3,895,264,59,52,129,135,69,12
3,896,257,61,71,129,128,66,15
3,897,267,59,49,135,132,69,12
3,898,257,58,74,123,134,62,15
3,899,273,69,43,133,140,64,10
3,900,247,44,77,123,124,63,17
3,901,280,58,48,137,143,67,10
3,902,270,63,87,126,144,72,18
3,903,294,87,89,141,153,71,21
3,904,296,74,47,153,143,62,11
3,905,269,65,61,138,131,60,12
3,906,265,73,92,139,126,63,20
3,907,284,59,58,141,143,56,13
3,908,283,72,79,137,146,58,17
3,909,290,78,65,142,148,60,13
3,910,277,67,48,132,145,58,11
3,911,258,60,42,125,133,59,9
3,912,240,74,86,121,119,65,19
3,913,252,62,74,121,131,63,17
3,914,264,67,83,130,134,63,17
3,915,280,79,65,142,138,59,15
3,916,266,67,79,135,131,57,18
3,917,278,65,60,145,133,49,12
3,918,273,79,48,144,129,50,12
3,919,242,56,56,133,109,53,13
3,920,242,50,47,135,107,52,11
3,921,239,60,44,135,104,56,10
3,922,223,56,65,132,91,59,15
3,923,232,60,98,131,101,66,24
3,924,270,72,77,157,113,65,18
3,925,275,62,90,152,123,59,19
3,926,303,70,85,166,137,58,17
3,927,318,84,42,170,148,50,9
3,928,276,60,57,145,131,56,14
3,929,273,68,45,142,131,59,11
3,930,250,64,103,128,122,58,22
3,931,289,68,87,150,139,69,19
3,932,308,78,96,151,157,73,19
3,933,326,73,71,165,161,67,16
3,934,324,85,85,156,168,60,19
3,935,324,75,81,164,160,59,19
3,936,330,81,72,170,160,60,16
3,937,321,69,77,153,168,72,17
3,938,329,78,91,163,166,82,20
3,939,342,78,75,159,183,79,17
3,940,339,77,61,156,183,79,14
3,941,323,88,80,145,178,84,17
3,942,315,77,52,152,163,74,12
3,943,290,55,63,134,156,75,14
3,944,298,68,84,133,165,79,17
3,945,314,68,70,142,172,75,16
3,946,316,73,75,149,167,81,19
3,947,318,72,80,151,167,76,18
3,948,326,82,58,149,177,73,14
3,949,302,71,69,149,153,71,16
3,950,300,69,85,147,153,68,17
3,951,316,75,83,157,159,68,19
3,952,324,78,64,168,156,67,14
3,953,310,76,45,161,149,66,10
3,954,279,63,78,141,138,69,17
3,955,294,64,67,157,137,67,14
3,956,297,73,63,161,136,70,15
3,957,287,85,72,151,136,72,16
3,958,274,68,93,144,130,72,22
3,959,299,71,63,155,144,69,14
3,960,291,64,64,141,150,68,14
3,961,291,77,90,137,154,71,18
3,962,304,91,31,137,167,58,8
3,963,244,67,70,100,144,56,15
3,964,247,67,32,106,141,60,7
3,965,212,48,38,89,123,50,7
3,966,202,59,40,88,114,52,9
3,967,183,34,29,85,98,48,7
3,968,178,57,38,85,93,49,8
3,969,159,33,39,83,76,42,8
3,970,165,30,34,83,82,36,7
3,971,169,45,45,81,88,45,10
3,972,169,37,39,80,89,47,10
3,973,171,48,55,77,94,49,11
3,974,178,42,62,92,86,50,14
3,975,198,43,52,102,96,46,12
3,976,207,43,67,105,102,48,14
3,977,231,61,59,120,111,44,15
3,978,229,58,25,115,114,43,6
3,979,196,39,32,99,97,42,8
3,980,189,53,46,99,90,45,10
3,981,182,42,41,92,90,45,8
3,982,181,49,36,96,85,49,9
3,983,168,37,36,87,81,47,9
3,984,167,39,49,86,81,45,12
3,985,177,48,52,97,80,43,13
3,986,181,47,44,100,81,39,10
3,987,178,43,58,93,85,41,12
3,988,193,46,33,100,93,30,7
3,989,180,49,42,91,89,35,9
3,990,173,47,44,93,80,37,10
3,991,170,53,58,85,85,37,12
3,992,175,49,47,96,79,31,10
3,993,173,42,34,96,77,34,7
3,994,165,36,31,91,74,27,6
3,995,160,46,25,85,75,36,7
3,996,139,31,40,78,61,31,8
3,997,148,38,61,86,62,36,14
3,998,171,40,55,88,83,37,11
3,999,186,50,62,99,87,37,14
3,1000,198,52,47,103,95,36,11
3,1001,193,41,27,105,88,33,6
3,1002,179,42,38,92,87,33,8
3,1003,175,40,49,84,91,41,12
3,1004,184,42,45,87,97,44,10
3,1005,187,55,49,86,101,46,10
3,1006,181,51,43,89,92,46,10
3,1007,173,41,51,85,88,39,11
3,1008,183,45,54,87,96,28,12
3,1009,192,42,15,96,96,31,3
3,1010,165,46,31,77,88,36,6
3,1011,150,35,48,64,86,37,10
3,1012,163,50,29,78,85,43,7
3,1013,142,39,26,69,73,39,6
3,1014,129,41,27,61,68,32,7
3,1015,115,16,29,57,58,30,6
3,1016,128,33,35,64,64,31,8
3,1017,130,33,54,67,63,31,12
3,1018,151,38,30,79,72,24,6
3,1019,143,36,23,72,71,25,5
3,1020,130,27,16,61,69,28,4
3,1021,119,25,32,54,65,31,8
3,1022,126,41,48,55,71,33,10
3,1023,133,25,31,57,76,32,7
3,1024,139,42,14,64,75,35,4
3,1025,111,28,28,48,63,30,6
3,1026,111,23,22,50,61,29,5
3,1027,110,18,23,53,57,29,5
3,1028,115,26,41,58,57,33,8
3,1029,130,26,29,60,70,37,6
3,1030,133,33,34,60,73,35,7
3,1031,134,27,19,58,76,27,4
3,1032,126,35,26,57,69,33,5
3,1033,117,29,37,56,61,27,7
3,1034,125,29,34,60,65,31,7
3,1035,130,26,25,66,64,29,5
3,1036,129,27,36,58,71,31,8
3,1037,138,47,21,65,73,27,5
3,1038,112,28,16,53,59,21,3
3,1039,100,15,17,48,52,23,4
3,1040,102,21,25,48,54,29,6
3,1041,106,29,20,47,59,26,5
3,1042,97,22,27,46,51,23,6
3,1043,102,24,22,47,55,27,5
3,1044,100,22,14,48,52,26,3
3,1045,92,24,26,43,49,22,6
3,1046,94,20,25,43,51,23,5
3,1047,99,17,12,46,53,19,3
3,1048,94,31,19,43,51,26,4
3,1049,82,17,23,38,44,22,5
3,1050,88,24,24,46,42,22,5
3,1051,88,16,25,48,40,20,6
3,1052,97,26,42,58,39,22,8
3,1053,113,23,38,64,49,22,9
3,1054,128,34,36,73,55,20,7
3,1055,130,25,30,73,57,15,7
3,1056,135,26,21,73,62,21,5
3,1057,130,29,38,76,54,25,9
3,1058,139,33,54,76,63,27,12
3,1059,160,42,28,89,71,28,6
3,1060,146,33,25,77,69,33,6
3,1061,138,25,34,72,66,32,7
3,1062,147,31,51,74,73,30,11
3,1063,167,40,23,80,87,35,5
3,1064,150,32,35,68,82,39,9
3,1065,153,37,16,74,79,36,3
3,1066,132,33,56,66,66,37,13
3,1067,155,31,38,81,74,33,8
3,1068,162,40,46,82,80,34,10
3,1069,168,49,20,94,74,34,5
3,1070,139,39,28,79,60,32,6
3,1071,128,37,39,72,56,27,8
3,1072,130,32,33,70,60,25,6
3,1073,131,31,24,67,64,28,6
3,1074,124,25,40,63,61,33,8
3,1075,139,36,20,68,71,29,4
3,1076,123,36,23,58,65,27,5
3,1077,110,25,22,55,55,22,5
3,1078,107,24,30,50,57,26,7
3,1079,113,29,19,55,58,28,4
3,1080,103,16,26,54,49,31,6
3,1081,113,23,25,60,53,32,6
3,1082,115,34,21,58,57,26,5
3,1083,102,28,39,48,54,29,8
3,1084,113,25,25,57,56,26,6
3,1085,113,28,56,57,56,26,11
3,1086,141,34,30,62,79,22,6
3,1087,137,37,24,62,75,27,5
3,1088,124,29,34,58,66,26,7
3,1089,129,38,16,55,74,30,4
3,1090,107,29,64,49,58,26,13
3,1091,142,34,36,68,74,34,7
3,1092,144,37,35,80,64,35,8
3,1093,142,35,24,77,65,28,6
3,1094,131,21,27,72,59,23,7
3,1095,137,27,8,76,61,22,2
3,1096,118,36,19,64,54,31,4
3,1097,101,29,25,50,51,34,6
3,1098,97,34,35,46,51,30,7
3,1099,98,17,21,46,52,24,5
3,1100,102,23,44,53,49,25,9
3,1101,123,25,35,58,65,25,7
3,1102,133,36,27,63,70,25,6
3,1103,124,30,10,57,67,23,2
3,1104,104,33,22,45,59,28,5
3,1105,93,22,23,45,48,19,5
3,1106,94,27,21,45,49,22,6
3,1107,88,21,22,40,48,24,5
3,1108,89,21,19,44,45,22,4
3,1109,87,28,25,42,45,24,5
3,1110,84,19,25,44,40,18,5
3,1111,90,21,17,45,45,16,4
3,1112,86,19,45,44,42,19,9
3,1113,112,28,20,62,50,19,5
3,1114,104,28,20,58,46,21,5
3,1115,96,25,31,59,37,19,7
3,1116,102,23,27,59,43,24,5
3,1117,106,31,19,61,45,21,4
3,1118,94,25,32,56,38,24,7
3,1119,101,23,12,55,46,19,3
3,1120,90,18,29,52,38,20,8
3,1121,101,31,31,61,40,23,7
3,1122,101,17,28,57,44,24,5
3,1123,112,33,17,62,50,22,4
3,1124,96,19,21,51,45,26,5
3,1125,98,31,26,53,45,26,6
3,1126,93,23,18,51,42,20,4
3,1127,88,19,21,46,42,24,5
3,1128,90,23,25,43,47,27,6
3,1129,92,22,17,43,49,23,4
3,1130,87,21,27,37,50,20,6
3,1131,93,17,10,38,55,23,2
3,1132,86,26,24,40,46,20,4
3,1133,84,28,22,37,47,16,4
3,1134,78,14,21,38,40,18,4
3,1135,85,24,21,42,43,18,5
3,1136,82,20,22,39,43,14,4
3,1137,84,25,10,41,43,14,2
3,1138,69,11,22,39,30,15,4
3,1139,80,15,17,43,37,16,4
3,1140,82,19,15,41,41,19,3
3,1141,78,20,22,38,40,20,5
3,1142,80,14,17,40,40,18,4
3,1143,83,17,16,43,40,18,4
3,1144,82,16,26,43,39,21,6
3,1145,92,16,42,50,42,20,8
3,1146,118,30,28,59,59,24,7
3,1147,116,37,29,56,60,20,7
3,1148,108,24,27,53,55,16,7
3,1149,111,38,30,61,50,17,7
3,1150,103,26,16,54,49,16,4
3,1151,93,24,17,47,46,15,4
3,1152,86,22,13,40,46,15,3
3,1153,77,24,11,34,43,17,3
3,1154,64,18,23,28,36,13,5
3,1155,69,15,20,31,38,16,4
3,1156,74,15,15,31,43,18,3
3,1157,74,18,5,35,39,18,1
3,1158,61,10,9,30,31,18,3
3,1159,60,9,17,29,31,18,3
3,1160,68,14,6,27,41,19,1
3,1161,60,15,3,28,32,23,1
3,1162,48,13,17,22,26,20,4
3,1163,52,14,24,27,25,20,5
3,1164,62,15,30,32,30,19,7
3,1165,77,14,25,39,38,19,5
3,1166,88,17,16,49,39,19,3
3,1167,87,14,19,50,37,18,4
3,1168,92,20,20,55,37,16,5
3,1169,92,27,12,56,36,14,3
3,1170,77,12,16,45,32,16,4
3,1171,81,20,28,47,34,22,5
3,1172,89,23,29,50,39,20,7
3,1173,95,16,13,55,40,18,3
3,1174,92,25,35,53,39,23,7
3,1175,102,31,24,54,48,22,6
3,1176,95,29,29,53,42,18,6
3,1177,95,24,20,54,41,20,5
3,1178,91,30,34,47,44,18,7
3,1179,95,26,3,50,45,9,1
3,1180,72,23,39,39,33,15,8
3,1181,88,22,17,48,40,15,4
3,1182,83,21,15,43,40,11,3
3,1183,77,23,18,41,36,12,3
3,1184,72,19,4,31,41,12,1
3,1185,57,15,11,26,31,15,2
3,1186,53,9,20,26,27,16,4
3,1187,64,16,39,32,32,21,9
3,1188,87,27,23,45,42,18,5
3,1189,83,18,14,43,40,15,3
3,1190,79,24,22,39,40,13,4
3,1191,77,20,6,49,28,14,1
3,1192,63,12,7,38,25,17,2
3,1193,58,12,27,34,24,19,6
3,1194,73,16,25,43,30,21,5
3,1195,82,15,12,42,40,20,3
3,1196,79,20,20,42,37,27,4
3,1197,79,20,13,44,35,20,3
3,1198,72,16,39,35,37,14,8
3,1199,95,25,27,44,51,16,6
