simulation,month,alive,deaths,births,males,females,mature,pregnant
1,595,1531,418,411,739,792,367,90
1,596,1524,378,359,742,782,348,81
1,597,1505,385,324,742,763,333,71
1,598,1444,346,380,722,722,330,85
1,599,1478,360,249,729,749,324,55
1,600,1367,335,332,690,677,318,73
1,601,1364,336,338,703,661,339,75
1,602,1366,317,332,712,654,325,73
1,603,1381,365,378,716,665,340,85
1,604,1394,351,339,719,675,321,75
1,605,1382,342,337,679,703,296,76
1,606,1377,347,366,661,716,279,76
1,607,1396,325,381,661,735,294,83
1,608,1452,347,334,693,759,307,74
1,609,1439,324,313,718,721,314,71
1,610,1428,375,342,723,705,324,78
1,611,1395,344,375,689,706,307,83
1,612,1426,324,355,702,724,333,80
1,613,1457,377,320,736,721,336,71
1,614,1400,330,376,728,672,328,84
1,615,1446,338,323,749,697,326,71
1,616,1431,346,345,723,708,306,75
1,617,1430,366,385,733,697,329,89
1,618,1449,339,409,708,741,320,91
1,619,1519,388,364,726,793,337,80
1,620,1495,345,353,714,781,326,78
1,621,1503,365,372,715,788,319,84
1,622,1510,343,283,719,791,317,63
1,623,1450,354,327,697,753,348,73
1,624,1423,344,369,675,748,354,82
1,625,1448,370,385,680,768,350,85
1,626,1463,349,369,683,780,351,79
1,627,1483,372,355,699,784,369,78
1,628,1466,355,299,697,769,329,66
1,629,1410,338,273,686,724,321,63
1,630,1345,307,294,673,672,306,65
1,631,1332,309,316,666,666,308,69
1,632,1339,334,348,661,678,330,76
1,633,1353,319,359,691,662,347,80
1,634,1393,345,412,697,696,339,90
1,635,1460,342,315,745,715,307,69
1,636,1433,358,316,707,726,311,66
1,637,1391,361,309,709,682,302,68
1,638,1339,341,321,670,669,295,72
1,639,1319,284,288,651,668,299,65
1,640,1323,312,284,652,671,312,66
1,641,1295,287,356,631,664,326,77
1,642,1364,337,331,643,721,335,77
1,643,1358,310,362,662,696,320,81
1,644,1410,362,377,693,717,306,85
1,645,1425,350,352,701,724,295,79
1,646,1427,324,343,711,716,296,77
1,647,1446,355,263,704,742,295,58
1,648,1354,342,298,667,687,314,67
1,649,1310,301,223,641,669,307,51
1,650,1232,295,312,586,646,314,70
1,651,1249,343,265,585,664,294,60
1,652,1171,283,253,543,628,293,56
1,653,1141,273,200,540,601,272,46
1,654,1068,284,286,503,565,284,62
1,655,1070,256,248,505,565,273,55
1,656,1062,249,277,478,584,263,63
1,657,1090,300,245,508,582,243,53
1,658,1035,282,189,494,541,234,44
1,659,942,251,190,454,488,214,41
1,660,881,237,199,424,457,216,45
1,661,843,212,209,405,438,207,44
1,662,840,187,214,407,433,220,48
1,663,867,220,239,426,441,218,53
1,664,886,195,205,442,444,201,47
1,665,896,215,206,444,452,192,46
1,666,887,206,232,449,438,189,51
1,667,913,237,216,456,457,202,49
1,668,892,213,228,442,450,202,51
1,669,907,213,218,460,447,198,48
1,670,912,219,218,465,447,195,49
1,671,911,226,255,460,451,199,54
1,672,940,234,190,467,473,200,42
1,673,896,207,194,445,451,184,43
1,674,883,212,222,435,448,201,49
1,675,893,229,239,443,450,197,55
1,676,903,232,247,443,460,193,55
1,677,918,237,203,447,471,201,48
1,678,884,209,178,423,461,191,40
1,679,853,206,195,405,448,181,42
1,680,842,187,189,400,442,192,43
1,681,844,192,174,417,427,186,38
1,682,826,209,204,406,420,209,44
1,683,821,212,195,411,410,197,45
1,684,804,198,196,393,411,200,42
1,685,802,193,195,391,411,192,41
1,686,804,194,175,393,411,189,42
1,687,785,209,176,392,393,180,38
1,688,752,170,119,391,361,170,28
1,689,701,180,225,368,333,171,49
1,690,746,200,181,376,370,163,39
1,691,727,181,167,371,356,164,38
1,692,713,174,120,357,356,150,28
1,693,659,169,147,323,336,159,35
1,694,637,147,171,318,319,147,39
1,695,661,138,225,319,342,156,47
1,696,748,184,165,354,394,169,36
1,697,729,173,139,346,383,175,32
1,698,695,151,182,343,352,159,38
1,699,726,178,154,352,374,167,35
1,700,702,173,163,362,340,159,34
1,701,692,155,145,359,333,153,31
1,702,682,144,169,360,322,157,38
1,703,707,160,179,370,337,157,41
1,704,726,175,168,369,357,158,38
1,705,719,175,147,355,364,154,31
1,706,691,176,162,338,353,155,37
1,707,677,150,185,342,335,158,39
1,708,712,168,161,363,349,163,37
1,709,705,176,157,357,348,157,38
1,710,686,170,182,352,334,160,41
1,711,698,155,160,344,354,154,38
1,712,703,172,191,358,345,158,40
1,713,722,170,218,368,354,159,47
1,714,770,203,155,406,364,166,34
1,715,722,165,210,374,348,165,45
1,716,767,193,151,404,363,161,36
1,717,725,214,170,379,346,156,38
1,718,681,167,166,355,326,142,37
1,719,680,189,198,339,341,154,41
1,720,689,155,175,340,349,143,36
1,721,709,167,206,347,362,154,46
1,722,748,177,167,365,383,138,35
1,723,738,189,125,358,380,136,28
1,724,674,173,136,322,352,138,31
1,725,637,152,158,316,321,147,34
1,726,643,152,143,315,328,155,33
1,727,634,128,178,313,321,164,41
1,728,684,177,241,341,343,185,51
1,729,748,181,185,380,368,168,40
1,730,752,185,166,386,366,154,34
1,731,733,172,131,353,380,145,30
1,732,692,159,120,324,368,141,26
1,733,653,170,124,311,342,143,28
1,734,607,129,146,286,321,163,31
1,735,624,147,160,293,331,171,38
1,736,637,151,174,310,327,172,36
1,737,660,158,162,320,340,164,36
1,738,664,171,164,328,336,145,38
1,739,657,165,174,327,330,147,38
1,740,666,160,164,329,337,150,35
1,741,670,170,172,329,341,151,38
1,742,672,163,118,342,330,158,28
1,743,627,159,152,341,286,152,34
1,744,620,142,181,330,290,149,39
1,745,659,164,146,336,323,142,32
1,746,641,135,147,326,315,136,33
1,747,653,175,166,332,321,156,37
1,748,644,175,146,326,318,118,31
1,749,615,145,131,321,294,117,29
1,750,601,182,170,319,282,126,37
1,751,589,163,118,315,274,122,27
1,752,544,129,103,307,237,113,24
1,753,518,129,142,288,230,117,31
1,754,531,124,149,285,246,125,31
1,755,556,119,109,309,247,121,24
1,756,546,126,151,301,245,126,33
1,757,571,144,157,307,264,118,34
1,758,584,126,124,310,274,114,28
1,759,582,136,123,309,273,120,28
1,760,569,142,125,294,275,124,27
1,761,552,145,148,278,274,126,33
1,762,555,135,146,276,279,110,33
1,763,566,150,141,289,277,118,30
1,764,557,151,151,285,272,117,34
1,765,557,144,156,292,265,126,35
1,766,569,127,97,299,270,116,23
1,767,539,138,149,285,254,129,33
1,768,550,119,165,294,256,131,36
1,769,596,160,112,325,271,126,26
1,770,548,143,169,292,256,127,36
1,771,574,139,140,296,278,131,32
1,772,575,145,134,310,265,118,32
1,773,564,144,106,284,280,119,22
1,774,526,145,102,263,263,115,24
1,775,483,121,102,233,250,103,21
1,776,464,98,89,222,242,110,20
1,777,455,112,138,224,231,119,30
1,778,481,112,145,235,246,131,33
1,779,514,124,158,255,259,124,35
1,780,548,124,80,266,282,113,18
1,781,504,116,114,257,247,119,26
1,782,502,133,123,240,262,113,26
1,783,492,140,121,245,247,120,28
1,784,473,89,127,241,232,119,27
1,785,511,116,126,248,263,123,29
1,786,521,118,119,251,270,119,28
1,787,522,123,124,244,278,113,28
1,788,523,127,145,242,281,124,32
1,789,541,136,130,254,287,125,30
1,790,535,136,160,242,293,126,35
1,791,559,122,117,260,299,119,27
1,792,554,136,132,275,279,121,30
1,793,550,124,121,282,268,110,28
1,794,547,141,121,276,271,121,27
1,795,527,132,106,267,260,115,26
1,796,501,119,117,245,256,122,26
1,797,499,114,130,248,251,120,32
1,798,515,131,151,249,266,123,34
1,799,535,134,143,254,281,127,31
1,800,544,121,122,260,284,132,29
1,801,545,145,133,274,271,114,31
1,802,533,138,114,281,252,116,26
1,803,509,121,145,265,244,110,30
1,804,533,141,117,263,270,114,26
1,805,509,131,127,256,253,112,27
1,806,505,129,141,256,249,113,30
1,807,517,127,127,266,251,104,27
1,808,517,123,141,270,247,111,31
1,809,535,126,156,272,263,113,34
1,810,565,130,120,301,264,121,30
1,811,555,126,144,290,265,127,32
1,812,573,129,125,290,283,126,27
1,813,569,137,115,279,290,121,27
1,814,547,130,107,255,292,121,26
1,815,524,127,130,246,278,130,28
1,816,527,109,140,246,281,136,33
1,817,558,145,123,254,304,140,27
1,818,536,147,116,242,294,130,28
1,819,505,112,92,222,283,119,21
1,820,485,120,100,216,269,115,23
1,821,465,109,104,201,264,110,22
1,822,460,100,114,199,261,122,25
1,823,474,128,102,220,254,121,22
1,824,448,99,94,205,243,106,21
1,825,443,123,96,206,237,104,19
1,826,416,101,108,188,228,97,23
1,827,423,111,74,196,227,105,17
1,828,386,103,116,188,198,95,25
1,829,399,105,100,200,199,93,21
1,830,394,84,89,185,209,79,20
1,831,399,89,83,187,212,81,19
1,832,393,107,90,182,211,80,20
1,833,376,80,33,174,202,81,8
1,834,329,85,83,152,177,97,20
1,835,327,83,78,156,171,90,16
1,836,322,67,73,156,166,95,15
1,837,328,78,107,157,171,86,24
1,838,357,90,82,192,165,83,17
1,839,349,88,94,190,159,74,20
1,840,355,74,98,189,166,81,20
1,841,379,85,87,198,181,84,18
1,842,381,92,103,198,183,88,24
1,843,392,104,94,198,194,84,20
1,844,382,84,85,182,200,83,19
1,845,383,107,73,186,197,92,17
1,846,349,74,86,157,192,90,18
1,847,361,81,90,173,188,90,21
1,848,370,98,94,194,176,90,23
1,849,366,85,82,188,178,92,18
1,850,363,93,90,197,166,91,19
1,851,360,83,73,202,158,81,17
1,852,350,83,145,204,146,87,28
1,853,412,105,98,234,178,87,22
1,854,405,93,88,228,177,85,19
1,855,400,95,105,225,175,87,24
1,856,410,103,95,221,189,90,22
1,857,402,111,99,212,190,87,21
1,858,390,90,104,202,188,89,24
1,859,404,92,122,216,188,87,27
1,860,434,112,125,226,208,80,27
1,861,447,107,76,222,225,81,16
1,862,416,111,80,207,209,85,19
1,863,385,89,66,197,188,84,16
1,864,362,86,87,187,175,82,18
1,865,363,101,121,192,171,89,27
1,866,383,89,109,190,193,89,22
1,867,403,109,105,190,213,82,23
1,868,399,97,139,197,202,94,30
1,869,441,92,105,230,211,83,21
1,870,454,106,79,233,221,88,16
1,871,427,116,75,218,209,91,17
1,872,386,99,102,200,186,95,22
1,873,389,106,128,203,186,91,27
1,874,411,85,110,210,201,99,26
1,875,436,117,136,220,216,110,33
1,876,455,109,115,235,220,93,26
1,877,461,98,95,239,222,82,21
1,878,458,111,87,235,223,78,21
1,879,434,109,102,224,210,100,23
1,880,427,128,86,211,216,95,19
1,881,385,92,122,193,192,102,28
1,882,415,98,98,210,205,100,22
1,883,415,110,110,206,209,97,23
1,884,415,99,91,210,205,87,19
1,885,407,97,98,194,213,85,22
1,886,408,73,79,206,202,76,18
1,887,414,92,75,214,200,94,17
1,888,397,96,135,207,190,106,30
1,889,436,100,112,225,211,109,25
1,890,448,107,109,226,222,105,25
1,891,450,118,103,230,220,96,22
1,892,435,90,73,214,221,96,17
1,893,418,95,64,200,218,93,15
1,894,387,95,86,189,198,97,21
1,895,378,91,88,193,185,104,20
1,896,375,93,84,180,195,101,18
1,897,366,90,111,179,187,105,23
1,898,387,99,97,181,206,97,21
1,899,385,93,84,182,203,88,19
1,900,376,91,123,180,196,92,25
1,901,408,104,89,196,212,83,20
1,902,393,91,69,180,213,77,17
1,903,371,91,88,175,196,80,19
1,904,368,90,105,175,193,94,23
1,905,383,97,67,180,203,86,17
1,906,353,80,56,171,182,86,13
1,907,329,74,53,163,166,89,13
1,908,308,81,90,156,152,84,19
1,909,317,79,126,157,160,88,26
1,910,364,90,108,191,173,91,26
1,911,382,81,106,198,184,89,24
1,912,407,99,93,202,205,79,24
1,913,401,91,80,197,204,70,19
1,914,390,106,94,206,184,72,20
1,915,378,93,79,203,175,80,17
1,916,364,77,121,190,174,90,28
1,917,408,87,66,217,191,88,14
1,918,387,96,65,202,185,92,14
1,919,356,93,138,180,176,95,31
1,920,401,95,77,192,209,81,17
1,921,383,103,87,184,199,88,22
1,922,367,79,62,181,186,84,14
1,923,350,89,76,168,182,85,17
1,924,337,84,68,155,182,75,16
1,925,321,79,95,156,165,82,20
1,926,337,68,90,175,162,78,20
1,927,359,79,92,182,177,84,19
1,928,372,89,61,194,178,89,14
1,929,344,83,64,182,162,80,14
1,930,325,92,77,165,160,73,19
1,931,310,67,88,158,152,74,17
1,932,331,77,92,168,163,75,21
1,933,346,89,82,186,160,69,17
1,934,339,88,69,176,163,74,16
1,935,320,85,92,158,162,68,20
1,936,327,69,60,159,168,61,13
1,937,318,86,78,151,167,77,19
1,938,310,70,117,146,164,75,24
1,939,357,83,85,162,195,80,20
1,940,359,76,105,169,190,76,23
1,941,388,86,76,199,189,78,16
1,942,378,88,83,189,189,81,20
1,943,373,92,81,193,180,86,18
1,944,362,82,101,177,185,87,22
1,945,381,74,93,191,190,92,21
1,946,400,83,90,196,204,90,22
1,947,407,104,118,209,198,93,25
1,948,421,115,102,223,198,91,22
1,949,408,103,92,218,190,88,21
1,950,397,103,94,204,193,93,24
1,951,388,104,79,197,191,86,19
1,952,363,108,80,179,184,78,17
1,953,335,77,125,164,171,79,26
1,954,383,87,75,182,201,72,16
1,955,371,89,82,182,189,72,17
1,956,364,102,91,178,186,75,20
1,957,353,81,94,159,194,76,21
1,958,366,93,70,162,204,81,15
1,959,343,87,86,153,190,87,20
1,960,342,92,99,156,186,87,21
1,961,349,91,89,161,188,84,19
1,962,347,92,79,174,173,78,18
1,963,334,83,56,159,175,73,12
1,964,307,76,65,143,164,73,13
1,965,296,74,55,136,160,70,13
1,966,277,84,75,131,146,71,15
1,967,268,73,34,122,146,71,8
1,968,229,60,84,110,119,68,17
1,969,253,67,48,124,129,60,10
1,970,234,69,64,122,112,58,14
1,971,229,65,42,121,108,52,10
1,972,206,52,87,112,94,51,18
1,973,241,61,54,133,108,44,11
1,974,234,52,58,125,109,46,13
1,975,240,58,71,119,121,46,15
1,976,253,57,57,123,130,52,13
1,977,253,54,40,126,127,46,8
1,978,239,54,52,115,124,48,12
1,979,237,62,43,115,122,59,10
1,980,218,66,40,111,107,53,9
1,981,192,51,59,92,100,58,13
1,982,200,54,35,99,101,62,8
1,983,181,42,94,93,88,61,20
1,984,233,68,33,119,114,54,8
1,985,198,40,38,90,108,45,8
1,986,196,35,29,84,112,39,6
1,987,190,46,42,80,110,38,8
1,988,186,54,41,79,107,40,10
1,989,173,35,56,74,99,53,13
1,990,194,53,61,93,101,49,13
1,991,202,53,56,100,102,39,14
1,992,205,51,53,104,101,40,12
1,993,207,53,33,113,94,40,7
1,994,187,44,36,107,80,33,8
1,995,179,55,37,100,79,37,8
1,996,161,40,50,91,70,39,11
1,997,171,45,47,91,80,41,11
1,998,173,39,23,87,86,36,5
1,999,157,37,40,80,77,36,9
1,1000,160,39,51,76,84,39,11
1,1001,172,43,37,79,93,34,8
1,1002,166,33,27,80,86,37,7
1,1003,160,52,37,81,79,43,8
1,1004,145,42,20,82,63,30,4
1,1005,123,28,33,64,59,30,7
1,1006,128,32,19,62,66,32,5
1,1007,115,34,29,54,61,30,7
1,1008,110,28,26,53,57,25,5
1,1009,108,35,21,54,54,23,5
1,1010,94,15,19,47,47,24,4
1,1011,98,21,27,47,51,27,7
1,1012,104,17,35,50,54,25,6
1,1013,122,30,30,62,60,27,6
1,1014,122,29,25,63,59,28,6
1,1015,118,29,53,60,58,31,11
1,1016,142,31,36,73,69,27,9
1,1017,147,31,33,66,81,28,7
1,1018,149,35,25,66,83,34,5
1,1019,139,38,17,69,70,31,4
1,1020,118,38,50,55,63,29,11
1,1021,130,35,22,64,66,30,6
1,1022,117,22,8,56,61,30,2
1,1023,103,23,24,50,53,33,6
1,1024,104,24,19,50,54,25,4
1,1025,99,22,21,50,49,22,5
1,1026,98,24,16,49,49,25,4
1,1027,90,26,25,46,44,31,6
1,1028,89,26,28,47,42,23,5
1,1029,91,14,22,51,40,21,5
1,1030,99,20,23,56,43,21,5
1,1031,102,31,26,53,49,23,6
1,1032,97,18,17,44,53,17,4
1,1033,96,18,16,43,53,21,3
1,1034,94,23,18,43,51,24,4
1,1035,89,22,33,42,47,26,7
1,1036,100,20,27,46,54,22,6
1,1037,107,24,39,53,54,25,9
1,1038,122,34,18,61,61,26,5
1,1039,106,27,10,56,50,20,3
1,1040,89,22,20,50,39,20,4
1,1041,87,16,20,48,39,20,4
1,1042,91,27,27,47,44,20,6
1,1043,91,16,33,51,40,25,7
1,1044,108,25,37,54,54,22,8
1,1045,120,40,39,60,60,19,8
1,1046,119,31,24,57,62,15,5
1,1047,112,25,24,57,55,16,5
1,1048,111,27,19,55,56,18,5
1,1049,103,27,35,46,57,24,8
1,1050,111,22,38,53,58,30,7
1,1051,127,30,27,60,67,31,5
1,1052,124,27,38,58,66,30,8
1,1053,135,33,25,64,71,28,6
1,1054,127,29,18,58,69,27,4
1,1055,116,32,12,52,64,28,2
1,1056,96,20,47,45,51,28,11
1,1057,123,25,24,57,66,25,6
1,1058,122,34,46,65,57,32,11
1,1059,134,34,43,66,68,32,10
1,1060,143,36,13,69,74,30,3
1,1061,120,30,26,58,62,27,6
1,1062,116,35,16,56,60,24,3
1,1063,97,33,32,48,49,28,8
1,1064,96,26,42,43,53,28,9
1,1065,112,25,19,56,56,25,4
1,1066,106,25,26,46,60,24,5
1,1067,107,28,19,45,62,19,5
1,1068,98,19,12,43,55,16,3
1,1069,91,25,8,40,51,20,2
1,1070,74,21,35,33,41,28,7
1,1071,88,23,9,39,49,22,2
1,1072,74,13,12,34,40,23,3
1,1073,73,20,31,37,36,27,6
1,1074,84,12,10,41,43,24,2
1,1075,82,27,14,37,45,25,3
1,1076,69,13,21,27,42,23,5
1,1077,77,12,13,32,45,18,3
1,1078,78,17,13,34,44,16,3
1,1079,74,19,9,34,40,20,2
1,1080,64,17,7,25,39,14,2
1,1081,54,16,10,19,35,16,3
1,1082,48,14,10,16,32,15,2
1,1083,44,13,24,16,28,15,4
1,1084,55,15,8,27,28,14,2
1,1085,48,14,16,23,25,11,3
1,1086,50,11,0,20,30,6,0
1,1087,39,8,6,17,22,7,1
1,1088,37,6,14,17,20,8,3
1,1089,45,8,12,23,22,14,3
1,1090,49,12,18,28,21,15,4
1,1091,55,11,18,30,25,16,4
1,1092,62,21,7,33,29,12,2
1,1093,48,11,12,24,24,9,3
1,1094,49,12,6,21,28,6,1
1,1095,43,9,6,21,22,7,1
1,1096,40,10,9,21,19,10,2
1,1097,39,10,8,18,21,13,2
1,1098,37,10,11,18,19,12,2
1,1099,38,10,11,19,19,12,2
1,1100,39,10,7,22,17,9,2
1,1101,36,11,18,20,16,8,4
1,1102,43,8,10,24,19,4,2
1,1103,45,8,3,23,22,2,1
1,1104,40,10,11,19,21,7,2
1,1105,41,4,11,14,27,7,2
1,1106,48,7,11,16,32,8,2
1,1107,52,11,15,20,32,16,3
1,1108,56,10,9,22,34,18,2
1,1109,55,11,17,25,30,14,3
1,1110,61,17,11,28,33,17,2
1,1111,55,17,14,26,29,13,3
1,1112,52,16,7,27,25,14,2
1,1113,43,8,7,22,21,14,2
1,1114,42,9,19,24,18,15,4
1,1115,52,9,26,29,23,16,6
1,1116,69,20,15,41,28,13,4
1,1117,64,23,14,32,32,12,3
1,1118,55,14,8,26,29,9,2
1,1119,49,15,9,25,24,9,2
1,1120,43,7,8,22,21,7,2
1,1121,44,13,10,24,20,10,3
1,1122,41,3,18,25,16,13,4
1,1123,56,17,19,34,22,15,4
1,1124,58,15,20,31,27,12,5
1,1125,63,14,4,34,29,10,1
1,1126,53,8,16,26,27,10,3
1,1127,61,16,12,28,33,12,2
1,1128,57,8,22,25,32,11,5
1,1129,71,18,10,30,41,13,2
1,1130,63,15,16,27,36,14,3
1,1131,64,14,4,23,41,15,1
1,1132,54,11,22,22,32,18,4
1,1133,65,14,11,28,37,16,2
1,1134,62,14,13,26,36,16,3
1,1135,61,19,20,27,34,16,5
1,1136,62,13,22,29,33,17,5
1,1137,71,21,22,36,35,18,5
1,1138,72,13,19,32,40,15,4
1,1139,78,22,5,37,41,11,1
1,1140,61,19,20,28,33,10,4
1,1141,62,13,5,28,34,12,1
1,1142,54,11,14,25,29,15,3
1,1143,57,16,11,25,32,16,3
1,1144,52,13,16,20,32,19,4
1,1145,55,20,19,30,25,13,5
1,1146,54,16,17,30,24,11,5
1,1147,55,11,19,27,28,8,4
1,1148,63,17,5,33,30,8,1
1,1149,51,16,14,23,28,11,3
1,1150,49,13,8,21,28,12,2
1,1151,44,6,14,23,21,9,3
1,1152,52,10,7,27,25,10,2
1,1153,49,14,18,26,23,15,4
1,1154,53,9,13,29,24,11,3
1,1155,57,13,8,31,26,12,2
1,1156,52,12,3,28,24,11,1
1,1157,43,10,13,23,20,15,3
1,1158,46,15,11,22,24,15,2
1,1159,42,9,9,24,18,10,2
1,1160,42,11,5,22,20,11,1
1,1161,36,10,4,19,17,10,1
1,1162,30,6,14,16,14,8,3
1,1163,38,13,13,17,21,10,3
1,1164,38,4,3,14,24,6,1
1,1165,37,12,12,14,23,8,2
1,1166,37,11,4,14,23,5,1
1,1167,30,9,9,13,17,6,2
1,1168,30,5,0,14,16,6,0
1,1169,25,3,0,11,14,7,0
1,1170,22,7,0,9,13,7,0
1,1171,15,1,5,4,11,8,1
1,1172,19,2,0,6,13,9,0
1,1173,17,3,0,5,12,13,0
1,1174,14,4,6,3,11,11,1
1,1175,16,2,0,6,10,8,0
1,1176,14,2,0,5,9,6,0
1,1177,12,5,0,4,8,7,0
1,1178,7,3,0,3,4,4,0
1,1179,4,1,0,2,2,3,0
1,1180,3,2,0,2,1,3,0
1,1181,1,0,3,1,0,1,1
1,1182,4,3,3,3,1,1,1
1,1183,4,0,0,1,3,0,0
1,1184,4,2,0,1,3,0,0
1,1185,2,1,0,0,2,0,0
1,1186,1,1,0,0,1,0,0
