month,avg_alive,avg_deaths,avg_births,avg_males,avg_females,avg_mature,avg_pregnant,std_alive
0,10000.00,540.09,0.00,5004.63,4995.37,10000.00,0.00,0.00
1,9459.91,506.74,1043.57,4735.37,4724.54,9459.91,231.88,22.88
2,9996.74,739.29,1961.94,5003.44,4993.30,8953.17,436.27,79.68
3,11219.39,1125.34,1853.27,5612.94,5606.45,8469.74,411.64,150.60
4,11947.32,1393.83,1753.85,5976.78,5970.54,8014.80,389.66,188.04
5,12307.34,1559.14,2483.14,6157.71,6149.63,7582.70,552.58,219.75
6,13231.34,1864.83,3145.93,6621.18,6610.16,7176.79,700.07,222.84
7,14512.44,2249.30,3884.42,7260.20,7252.24,6948.96,863.25,239.63
8,16147.56,2718.24,4757.33,8080.80,8066.76,6900.10,1056.60,288.23
9,18186.65,3285.26,5473.94,9092.59,9094.06,6836.91,1216.35,327.04
10,20375.33,3879.16,6089.61,10193.19,10182.14,6713.76,1353.12,387.55
11,22585.78,4476.54,6705.62,11294.43,11291.35,6667.78,1490.50,419.07
12,24814.86,5072.25,7348.37,12409.94,12404.92,6706.46,1635.17,464.28
13,27090.98,5679.49,7033.78,13540.11,13550.87,6842.82,1563.93,479.80
14,28445.27,6063.13,6864.67,14223.86,14221.41,7075.26,1525.88,514.16
15,29246.81,6310.32,7225.90,14624.26,14622.55,7367.90,1605.61,530.31
16,30162.39,6579.35,7601.27,15075.97,15086.42,7686.37,1688.89,543.72
17,31184.31,6874.41,7652.86,15580.15,15604.16,8014.28,1701.93,553.02
18,31962.76,7101.79,7736.93,15975.33,15987.43,8367.47,1718.70,598.89
19,32597.90,7285.99,7714.19,16296.23,16301.67,8584.94,1716.14,632.04
20,33026.10,7429.24,7583.85,16521.52,16504.58,8672.64,1686.24,651.96
21,33180.71,7499.29,7455.32,16599.97,16580.74,8749.11,1655.45,716.21
22,33136.74,7529.30,7356.81,16568.14,16568.60,8849.52,1634.66,733.22
23,32964.25,7510.54,7299.19,16484.29,16479.96,8917.05,1620.53,746.16
24,32752.90,7488.93,7207.90,16381.05,16371.85,8968.34,1600.09,728.76
25,32471.87,7450.74,7376.47,16237.79,16234.08,8983.64,1639.51,733.71
26,32397.60,7459.36,7408.30,16203.93,16193.67,8938.45,1645.88,748.96
27,32346.54,7468.54,7410.90,16175.40,16171.14,8854.98,1646.63,801.11
28,32288.90,7487.73,7371.52,16149.76,16139.14,8738.51,1638.18,819.98
29,32172.69,7471.70,7337.10,16075.40,16097.29,8609.53,1630.65,873.26
30,32038.09,7465.12,7266.19,16013.79,16024.30,8480.31,1613.84,861.86
31,31839.16,7423.72,7204.63,15924.77,15914.39,8374.52,1601.34,860.35
32,31620.07,7391.76,7200.50,15815.15,15804.92,8290.50,1599.13,852.37
33,31428.81,7367.57,7203.57,15724.15,15704.66,8222.03,1600.91,859.89
34,31264.81,7324.79,7191.07,15642.07,15622.74,8150.21,1599.69,843.87
35,31131.09,7312.77,7194.24,15574.45,15556.64,8071.18,1597.09,888.99
36,31012.56,7308.12,7152.66,15515.93,15496.63,7979.32,1588.66,898.90
37,30857.10,7284.26,7080.47,15436.20,15420.90,7875.81,1575.02,922.04
38,30653.31,7242.48,7045.70,15340.09,15313.22,7778.98,1564.56,940.81
39,30456.53,7207.49,7005.73,15237.13,15219.40,7692.32,1555.37,940.89
40,30254.77,7195.34,6991.57,15140.10,15114.67,7617.74,1552.61,952.39
41,30051.00,7146.60,6996.22,15036.25,15014.75,7540.82,1553.77,971.08
42,29900.62,7101.96,6940.92,14958.53,14942.09,7468.99,1542.65,958.16
43,29739.58,7091.51,6926.31,14876.30,14863.28,7390.85,1539.19,945.85
44,29574.38,7049.89,6882.84,14789.54,14784.84,7314.29,1529.59,960.22
45,29407.33,7003.15,6850.81,14709.84,14697.49,7229.13,1521.99,982.11
46,29254.99,6991.17,6784.04,14627.63,14627.36,7160.40,1508.10,976.38
47,29047.86,6943.65,6774.75,14517.78,14530.08,7095.86,1505.43,964.05
48,28878.96,6928.20,6733.25,14423.76,14455.20,7031.16,1496.68,978.70
49,28684.01,6879.14,6683.47,14339.60,14344.41,6963.54,1484.72,996.65
50,28488.34,6837.63,6668.58,14245.10,14243.24,6901.92,1482.21,1008.29
51,28319.29,6811.58,6623.85,14164.50,14154.79,6852.90,1471.26,1003.55
52,28131.56,6750.18,6615.91,14070.64,14060.92,6784.96,1469.71,994.46
53,27997.29,6730.67,6586.88,13999.83,13997.46,6722.61,1462.66,985.01
54,27853.50,6705.50,6557.21,13923.07,13930.43,6656.37,1456.62,999.16
55,27705.21,6671.72,6512.73,13858.87,13846.34,6603.61,1447.29,999.59
56,27546.22,6639.94,6444.34,13778.84,13767.38,6552.87,1433.73,987.14
57,27350.62,6585.75,6411.93,13685.81,13664.81,6485.14,1425.38,997.07
58,27176.80,6544.77,6405.16,13599.53,13577.27,6437.17,1423.53,1010.88
59,27037.19,6525.90,6398.00,13523.41,13513.78,6399.91,1422.26,1016.65
60,26909.29,6500.23,6348.49,13456.51,13452.78,6349.45,1410.60,1007.15
61,26757.55,6469.96,6329.07,13385.96,13371.59,6302.68,1405.86,1003.29
62,26616.66,6431.55,6294.22,13316.63,13300.03,6243.93,1398.74,1031.62
63,26479.33,6404.95,6225.09,13232.15,13247.18,6191.75,1383.00,1019.30
64,26299.47,6367.13,6193.90,13139.99,13159.48,6144.76,1377.52,1007.35
65,26126.24,6329.10,6175.33,13066.75,13059.49,6104.58,1372.45,1043.45
66,25972.47,6290.37,6170.65,12998.71,12973.76,6064.03,1371.37,1072.23
67,25852.75,6265.72,6119.65,12945.80,12906.95,6029.52,1359.58,1059.74
68,25706.68,6224.10,6082.14,12867.30,12839.38,5988.02,1352.78,1054.15
69,25564.72,6198.03,6057.22,12800.86,12763.86,5936.51,1347.12,1063.10
70,25423.91,6157.78,6031.42,12726.72,12697.19,5888.15,1339.98,1041.13
71,25297.55,6131.86,5972.45,12670.90,12626.65,5852.55,1327.26,1018.47
72,25138.14,6092.78,5976.45,12585.08,12553.06,5819.15,1329.15,1055.31
73,25021.81,6070.58,5950.36,12526.47,12495.34,5782.51,1323.32,1070.48
74,24901.59,6054.83,5920.19,12466.42,12435.17,5743.80,1316.24,1100.99
75,24766.95,6017.23,5882.43,12396.56,12370.39,5705.38,1305.87,1107.66
76,24632.15,5986.67,5873.21,12328.94,12303.21,5663.66,1304.37,1119.94
77,24518.69,5950.53,5843.50,12271.62,12247.07,5624.76,1298.80,1103.48
78,24411.66,5931.97,5810.25,12221.81,12189.85,5595.61,1290.25,1096.13
79,24289.94,5890.98,5771.49,12160.65,12129.29,5564.48,1281.20,1089.41
80,24170.45,5891.75,5764.26,12098.86,12071.59,5533.41,1281.40,1085.84
81,24042.96,5847.56,5702.57,12035.56,12007.40,5500.06,1267.13,1125.01
82,23897.97,5813.17,5673.88,11954.23,11943.74,5471.40,1261.46,1124.44
83,23758.68,5789.22,5674.81,11884.51,11874.17,5436.20,1260.03,1139.36
84,23644.27,5756.34,5659.49,11831.70,11812.57,5411.92,1256.22,1110.89
85,23547.42,5729.81,5603.54,11777.78,11769.64,5371.38,1245.30,1096.70
86,23421.15,5689.13,5606.27,11713.35,11707.80,5345.54,1245.09,1108.26
87,23338.29,5673.92,5568.00,11676.44,11661.85,5317.25,1237.76,1144.03
88,23232.37,5657.79,5532.29,11625.70,11606.67,5286.01,1230.71,1134.83
89,23106.87,5634.89,5478.03,11556.71,11550.16,5256.62,1217.41,1129.27
90,22950.01,5581.37,5472.75,11472.06,11477.95,5228.25,1214.63,1123.63
91,22841.39,5562.13,5417.56,11414.37,11427.02,5202.70,1205.00,1146.50
92,22696.82,5537.28,5396.84,11344.53,11352.29,5170.45,1197.58,1152.85
93,22556.38,5491.24,5345.61,11264.15,11292.23,5145.31,1187.28,1148.43
94,22410.75,5453.33,5363.51,11191.38,11219.37,5123.77,1191.42,1163.03
95,22320.93,5444.97,5324.30,11142.70,11178.23,5088.94,1183.65,1169.01
96,22200.26,5410.00,5292.18,11083.58,11116.68,5061.25,1176.85,1162.35
97,22082.44,5357.79,5274.71,11033.64,11048.80,5031.24,1171.53,1184.71
98,21999.36,5360.38,5231.58,10999.08,11000.28,5004.71,1160.58,1207.91
99,21870.56,5333.23,5193.11,10930.62,10939.94,4968.24,1153.99,1194.18
100,21730.44,5279.56,5178.51,10859.84,10870.60,4940.10,1150.31,1195.75
101,21629.39,5257.61,5146.60,10811.43,10817.96,4923.32,1145.19,1200.44
102,21518.38,5244.66,5138.01,10750.89,10767.49,4903.47,1140.97,1200.02
103,21411.73,5219.50,5134.56,10695.75,10715.98,4880.50,1140.33,1190.61
104,21326.79,5188.02,5086.00,10648.28,10678.51,4848.90,1131.14,1218.98
105,21224.77,5181.25,5060.86,10596.85,10627.92,4820.51,1124.83,1203.64
106,21104.38,5153.05,5024.40,10548.50,10555.88,4785.53,1115.98,1213.75
107,20975.73,5114.43,4992.82,10485.82,10489.91,4751.84,1109.31,1215.55
108,20854.12,5085.04,4958.21,10423.66,10430.46,4721.75,1102.20,1206.22
109,20727.29,5055.97,4944.84,10365.15,10362.14,4703.27,1099.05,1233.91
110,20616.16,5018.56,4919.25,10309.68,10306.48,4684.01,1092.67,1251.85
111,20516.85,5002.55,4920.95,10256.34,10260.51,4661.33,1092.85,1253.45
112,20435.25,4970.00,4874.87,10210.68,10224.57,4631.48,1082.48,1272.32
113,20340.12,4962.09,4863.95,10174.95,10165.17,4604.70,1080.86,1248.65
114,20241.98,4939.28,4815.42,10133.12,10108.86,4577.52,1070.67,1256.24
115,20118.12,4906.35,4802.39,10065.27,10052.85,4557.58,1065.68,1270.52
116,20014.16,4879.70,4760.82,10009.49,10004.67,4527.42,1057.99,1268.91
117,19895.28,4844.46,4762.17,9946.72,9948.56,4507.91,1056.97,1285.05
118,19812.99,4836.62,4711.37,9912.67,9900.32,4486.12,1046.87,1273.84
119,19687.74,4807.91,4693.67,9848.70,9839.04,4459.63,1042.85,1276.18
120,19573.50,4770.58,4692.12,9787.15,9786.35,4429.52,1042.99,1280.17
121,19495.04,4743.76,4632.89,9740.57,9754.47,4409.03,1030.91,1289.01
122,19384.17,4724.01,4651.50,9681.64,9702.53,4389.27,1034.49,1283.58
123,19311.66,4711.08,4608.39,9644.76,9666.90,4368.62,1023.69,1300.44
124,19208.97,4688.68,4572.62,9593.38,9615.59,4343.23,1016.03,1288.86
125,19092.91,4667.91,4532.41,9534.76,9558.15,4310.21,1007.46,1294.89
126,18957.41,4623.65,4539.83,9465.54,9491.87,4287.52,1008.07,1288.37
127,18873.59,4607.22,4506.48,9430.39,9443.20,4258.55,1001.18,1271.42
128,18772.85,4579.14,4478.68,9389.70,9383.15,4237.87,995.88,1267.45
129,18672.39,4555.74,4472.86,9338.85,9333.54,4223.66,992.97,1266.01
130,18589.51,4539.14,4441.08,9299.89,9289.62,4197.45,984.85,1274.79
131,18491.45,4522.34,4421.91,9252.21,9239.24,4177.03,981.64,1268.47
132,18391.02,4491.54,4391.87,9201.33,9189.69,4151.15,977.01,1268.53
133,18291.35,4461.56,4389.83,9150.78,9140.57,4128.14,975.09,1259.22
134,18219.62,4442.60,4343.32,9107.12,9112.50,4107.44,965.79,1276.18
135,18120.34,4439.41,4314.55,9057.06,9063.28,4087.59,959.34,1263.58
136,17995.48,4391.52,4306.50,8999.32,8996.16,4060.91,958.71,1249.03
137,17910.46,4369.68,4274.63,8955.24,8955.22,4042.26,949.95,1234.50
138,17815.41,4345.16,4248.47,8905.39,8910.02,4023.76,943.91,1241.34
139,17718.72,4325.06,4241.30,8861.75,8856.97,4004.39,943.55,1231.00
140,17634.96,4300.59,4221.28,8822.65,8812.31,3978.57,938.06,1207.35
141,17555.65,4287.09,4203.91,8769.72,8785.93,3962.61,933.40,1200.63
142,17472.47,4259.73,4142.08,8732.70,8739.77,3943.26,921.55,1211.72
143,17354.82,4233.77,4127.55,8667.88,8686.94,3925.21,916.77,1224.79
144,17248.60,4213.52,4128.99,8619.10,8629.50,3900.04,916.61,1255.47
